Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Car_Age,Price_Per_Year
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Second,20.0,1968.0,138.1,5.0,6.75,True,False,False,True,False,15,0.45
Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,First,14.49,1399.0,92.7,5.0,1.4,False,False,True,False,True,20,0.07
Honda Mobilio V i DTEC,Mumbai,2014,57000,First,24.2,1498.0,98.6,7.0,5.75,True,False,False,False,True,12,0.48
Maruti Ritz VDi,Hyderabad,2010,79894,First,21.1,1248.0,73.9,5.0,3.4,True,False,False,False,True,16,0.21
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Second,16.47,1198.0,73.9,5.0,4.89,False,False,True,False,True,15,0.33
Nissan Terrano XL,Mumbai,2013,31000,First,13.24,1598.0,102.5,5.0,4.95,False,False,True,False,True,13,0.38
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Second,16.98,998.0,66.1,5.0,3.49,False,False,True,True,False,13,0.27
Honda City 1.5 S MT,Pune,2014,43772,First,17.0,1497.0,118.0,5.0,6.35,False,False,True,False,True,12,0.53
Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,First,18.9,1197.0,82.0,5.0,7.08,False,False,True,True,False,9,0.79
Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,First,13.6,1999.0,177.0,5.0,38.0,True,False,False,True,False,9,4.22
Mahindra Scorpio VLX,Kolkata,2012,62000,First,12.05,2179.0,120.0,8.0,6.25,True,False,False,False,True,14,0.45
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,First,11.74,1796.0,186.0,5.0,10.15,False,False,True,True,False,15,0.68
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,First,13.7,1798.0,157.75,5.0,10.75,False,False,True,True,False,12,0.9
Chevrolet Cruze LTZ AT,Pune,2012,137008,First,18.1,1991.0,147.9,4.0,4.65,True,False,False,True,False,14,0.33
Mahindra Scorpio VLX,Delhi,2010,61001,First,12.05,2179.0,120.0,8.0,4.75,True,False,False,False,True,16,0.3
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,First,17.1,1591.0,121.3,5.0,7.78,False,False,True,False,True,11,0.71
Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,First,23.0,1396.0,90.0,5.0,6.75,True,False,False,False,True,10,0.68
Honda City ZX CVT,Hyderabad,2008,56000,First,16.4,1497.0,78.0,5.0,2.99,False,False,True,True,False,18,0.17
Hyundai i10 Magna,Kolkata,2013,21000,First,20.36,1197.0,78.9,5.0,2.35,False,False,True,False,True,13,0.18
Honda Amaze S i-Dtech,Delhi,2013,89429,First,25.8,1498.0,98.6,5.0,3.65,True,False,False,False,True,13,0.28
Maruti Wagon R LXI,Delhi,2012,45631,Second,22.5,998.0,67.04,5.0,2.74,False,False,True,False,True,14,0.2
Honda Brio S MT,Jaipur,2013,53959,First,19.4,1198.0,86.8,5.0,3.5,False,False,True,False,True,13,0.27
Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,First,17.0,1197.0,80.0,5.0,4.76,False,False,True,False,True,12,0.4
Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,First,15.04,1598.0,103.2,5.0,6.2,False,False,True,False,True,10,0.62
Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Second,18.7,1896.0,66.0,5.0,2.35,True,False,False,False,True,18,0.13
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,First,13.0,2143.0,204.0,5.0,24.5,True,False,False,True,False,12,2.04
Renault Duster Petrol RxL,Pune,2013,20000,First,13.24,1598.0,102.57,5.0,6.0,False,False,True,False,True,13,0.46
Hyundai EON Sportz,Hyderabad,2017,31829,First,21.1,814.0,55.2,5.0,3.65,False,False,True,False,True,9,0.41
Maruti Swift VXI,Coimbatore,2016,18094,Second,18.6,1197.0,85.8,5.0,6.26,False,False,True,False,True,10,0.63
Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,First,13.22,2967.0,241.4,5.0,32.95,True,False,False,True,False,11,3.0
Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,First,18.6,1197.0,81.83,5.0,7.8,False,False,True,False,True,8,0.98
Honda Brio S MT,Bangalore,2014,43521,First,19.4,1198.0,86.8,5.0,4.25,False,False,True,False,True,12,0.35
Maruti Swift Dzire ZXi,Kochi,2014,49386,First,17.5,1298.0,85.8,5.0,4.86,False,False,True,False,True,12,0.4
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,First,18.9,1197.0,81.86,5.0,4.9,False,False,True,False,True,9,0.54
Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,First,11.68,2498.0,112.0,8.0,7.06,True,False,False,False,True,12,0.59
Volkswagen Polo GTI,Delhi,2015,60007,First,17.21,1798.0,189.0,4.0,4.5,False,False,True,True,False,11,0.41
Maruti Alto K10 VXI,Coimbatore,2011,48624,First,24.07,998.0,67.1,5.0,3.22,False,False,True,False,True,15,0.21
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,First,22.07,1199.0,73.9,5.0,3.25,True,False,False,False,True,12,0.27
Hyundai Grand i10 Sportz,Delhi,2016,81605,First,18.9,1197.0,82.0,5.0,4.53,False,False,True,False,True,10,0.45
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,First,14.84,2143.0,170.0,5.0,34.78,True,False,False,True,False,9,3.86
Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,First,15.74,1591.0,121.3,5.0,6.5,False,False,True,True,False,12,0.54
Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,First,15.7,1172.0,67.0,5.0,2.25,False,False,True,False,True,16,0.14
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Second,12.99,2494.0,100.0,8.0,8.0,True,False,False,False,True,15,0.53
Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,First,18.49,1493.0,100.0,7.0,8.37,True,False,False,True,False,9,0.93
Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,First,20.14,1498.0,88.8,5.0,5.39,True,False,False,False,True,11,0.49
BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995.0,190.0,5.0,37.3,True,False,False,True,False,8,4.66
Mercedes-Benz GLE 350d,Coimbatore,2018,40129,First,11.57,2987.0,254.79,5.0,70.8,True,False,False,True,False,8,8.85
Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,First,11.74,2987.0,254.8,5.0,22.25,True,False,False,True,False,14,1.59
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,First,18.9,1197.0,81.86,5.0,6.03,False,False,True,False,True,8,0.75
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,First,13.7,1798.0,157.75,5.0,4.9,False,False,True,True,False,15,0.33
Hyundai i10 Sportz AT,Chennai,2013,21000,First,16.95,1197.0,78.9,5.0,3.96,False,False,True,True,False,13,0.3
Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,First,23.0,1396.0,90.0,5.0,4.6,True,False,False,False,True,15,0.31
Mahindra Scorpio VLX,Mumbai,2011,100010,Second,12.05,2179.0,120.0,8.0,5.5,True,False,False,False,True,15,0.37
Honda Brio V MT,Mumbai,2013,63107,First,19.4,1198.0,86.8,5.0,3.25,False,False,True,False,True,13,0.25
Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,First,18.6,1197.0,81.83,5.0,6.25,False,False,True,False,True,9,0.69
Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Fourth & Above,10.9,2499.0,143.0,7.0,3.0,True,False,False,False,True,19,0.16
Hyundai Verna CRDi SX,Chennai,2011,108242,First,16.8,1493.0,110.0,5.0,4.25,True,False,False,False,True,15,0.28
Toyota Fortuner 3.0 Diesel,Pune,2011,146300,First,11.5,2982.0,171.0,7.0,12.25,True,False,False,False,True,15,0.82
BMW X1 sDrive20d,Pune,2011,62943,Second,17.05,1995.0,184.0,5.0,10.95,True,False,False,True,False,15,0.73
Toyota Fortuner 4x2 AT,Delhi,2013,65000,First,12.55,2982.0,168.5,7.0,16.5,True,False,False,True,False,13,1.27
Honda Amaze V CVT Petrol,Pune,2018,1700,First,19.0,1199.0,88.76,5.0,7.8,False,False,True,True,False,8,0.98
Hyundai i10 Era 1.1,Kochi,2013,34697,First,19.81,1086.0,68.05,5.0,3.7,False,False,True,False,True,13,0.28
Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,First,17.0,1197.0,80.0,5.0,4.0,False,False,True,False,True,14,0.29
BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,First,19.59,1995.0,187.74,5.0,26.75,True,False,False,True,False,11,2.43
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,First,15.17,1968.0,181.0,5.0,28.03,True,False,False,True,False,10,2.8
Maruti Swift VXI Optional,Kochi,2017,37124,First,20.4,1197.0,81.8,5.0,5.44,False,False,True,False,True,9,0.6
Maruti Baleno Delta Automatic,Delhi,2017,44000,First,21.4,1197.0,83.1,5.0,6.2,False,False,True,True,False,9,0.69
Hyundai Accent GLE,Kolkata,2005,45200,First,13.2,1495.0,94.0,5.0,0.9,False,False,True,False,True,21,0.04
Maruti Ritz LXi,Mumbai,2016,11000,First,18.5,1197.0,85.8,5.0,3.95,False,False,True,False,True,10,0.4
Tata Nano Lx,Pune,2011,65000,Second,26.0,624.0,35.0,4.0,0.44,False,False,True,False,True,15,0.03
Ford Figo Diesel EXI,Ahmedabad,2012,55005,First,20.0,1399.0,68.0,5.0,2.75,True,False,False,False,True,14,0.2
Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,First,18.33,1968.0,167.7,5.0,7.5,True,False,False,True,False,15,0.5
Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Second,19.0,1248.0,93.0,5.0,2.5,True,False,False,False,True,16,0.16
Mahindra Xylo D4,Hyderabad,2015,169000,First,14.95,2489.0,93.7,7.0,5.0,True,False,False,False,True,11,0.45
Maruti Wagon R VXI,Hyderabad,2013,67263,First,18.9,998.0,67.1,5.0,3.6,False,False,True,False,True,13,0.28
Toyota Etios G Safety,Kochi,2012,44223,First,17.6,1496.0,88.7,5.0,3.99,False,False,True,False,True,14,0.29
Hyundai Grand i10 Sportz,Coimbatore,2015,36840,First,18.9,1197.0,82.0,5.0,5.64,False,False,True,False,True,11,0.51
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,First,12.99,2494.0,100.0,8.0,12.0,True,False,False,False,True,12,1.0
Tata Indica V2 DLS TC,Kolkata,2008,133000,First,16.8,1405.0,62.0,5.0,0.7,True,False,False,False,True,18,0.04
BMW 3 Series 320d Sport Line,Mumbai,2015,69123,First,18.88,1995.0,184.0,5.0,19.0,True,False,False,True,False,11,1.73
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,First,10.91,3198.0,197.0,7.0,30.48,True,False,False,True,False,9,3.39
Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462.0,103.25,5.0,8.2,False,False,True,False,True,9,0.91
Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,First,25.83,1498.0,99.0,5.0,7.55,True,False,False,False,True,11,0.69
Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Third,15.26,1150.0,74.9,5.0,0.99,False,False,True,False,True,19,0.05
Honda City 1.5 V AT,Delhi,2011,78256,First,16.8,1497.0,118.0,5.0,4.15,False,False,True,True,False,15,0.28
Nissan Sunny XL,Chennai,2016,90000,First,16.95,1498.0,97.6,5.0,6.2,False,False,True,False,True,10,0.62
Maruti Swift Dzire VXI,Kolkata,2016,18000,First,19.1,1197.0,85.8,5.0,4.4,False,False,True,False,True,10,0.44
Ford Figo Diesel Titanium,Kolkata,2012,60000,First,20.0,1399.0,68.0,5.0,2.1,True,False,False,False,True,14,0.15
Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,First,20.3,1248.0,75.0,5.0,2.2,True,False,False,False,True,15,0.15
Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,First,18.6,1197.0,81.86,5.0,8.34,False,False,True,False,True,8,1.04
Maruti Swift Dzire VDI,Kolkata,2014,32000,First,23.4,1248.0,74.0,5.0,4.35,True,False,False,False,True,12,0.36
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,First,22.7,1498.0,89.84,5.0,6.8,True,False,False,False,True,12,0.57
Maruti Swift Dzire VDi,Jaipur,2010,71000,First,19.3,1248.0,73.9,5.0,3.3,True,False,False,False,True,16,0.21
Hyundai Grand i10 Sportz,Kochi,2016,19947,First,18.9,1197.0,82.0,5.0,5.04,False,False,True,False,True,10,0.5
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,First,11.4,2953.0,153.86,7.0,9.2,True,False,False,True,False,14,0.66
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,First,22.07,1199.0,73.9,5.0,5.7,True,False,False,False,True,12,0.48
Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,First,18.49,1493.0,100.0,7.0,8.48,True,False,False,False,True,8,1.06
BMW X6 xDrive 40d,Hyderabad,2013,58000,First,11.2,2993.0,306.0,4.0,48.0,True,False,False,True,False,13,3.69
Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,First,19.01,1461.0,108.45,5.0,6.1,True,False,False,False,True,14,0.44
Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998.0,67.04,5.0,2.75,False,False,True,False,True,16,0.17
Maruti Ertiga SHVS VDI,Pune,2017,121000,First,24.52,1248.0,88.5,7.0,8.0,True,False,False,False,True,9,0.89
Maruti Alto LXi BSIII,Jaipur,2010,73513,First,19.7,796.0,46.3,5.0,1.85,False,False,True,False,True,16,0.12
Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,First,20.51,998.0,67.0,5.0,3.85,False,False,True,True,False,11,0.35
Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,First,15.1,1196.0,73.0,7.0,4.74,False,False,True,False,True,9,0.53
Renault Duster 110PS Diesel RxL,Kochi,2013,74755,First,19.6,1461.0,108.45,5.0,5.63,True,False,False,False,True,13,0.43
Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,First,18.2,1061.0,64.0,5.0,2.62,False,False,True,False,True,15,0.17
Renault Duster Petrol RxL,Kochi,2015,82603,First,13.06,1598.0,102.53,5.0,4.9,False,False,True,False,True,11,0.45
Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,First,13.5,1799.0,130.0,5.0,2.65,False,False,True,False,True,20,0.13
Mahindra XUV500 W8 2WD,Delhi,2012,88000,First,16.0,2179.0,140.0,7.0,5.99,True,False,False,False,True,14,0.43
Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Second,21.0,1461.0,64.1,5.0,2.4,True,False,False,False,True,15,0.16
Renault KWID Climber 1.0 MT,Delhi,2017,15000,First,21.7,999.0,67.0,5.0,4.25,False,False,True,False,True,9,0.47
Porsche Cayenne Diesel,Mumbai,2013,70000,First,15.15,2967.0,240.0,5.0,40.0,True,False,False,True,False,13,3.08
Maruti Swift DDiS VDI,Pune,2008,150000,Second,28.4,1248.0,74.0,5.0,2.7,True,False,False,False,True,18,0.15
Datsun GO T Option,Hyderabad,2016,19000,First,20.63,1198.0,67.0,5.0,2.99,False,False,True,False,True,10,0.3
Hyundai i20 1.2 Magna,Chennai,2011,37442,First,18.5,1197.0,80.0,5.0,3.4,False,False,True,False,True,15,0.23
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Second,18.12,1995.0,190.0,5.0,30.8,True,False,False,True,False,10,3.08
Maruti Ertiga ZDI,Mumbai,2012,88000,First,20.77,1248.0,88.8,7.0,5.85,True,False,False,False,True,14,0.42
Hyundai Grand i10 Magna,Jaipur,2014,42355,First,18.9,1197.0,82.0,5.0,4.0,False,False,True,False,True,12,0.33
BMW 3 Series 330i,Coimbatore,2011,75871,First,9.43,2996.0,254.0,5.0,14.12,False,False,True,True,False,15,0.94
Chevrolet Cruze LTZ,Mumbai,2011,65000,First,17.9,1998.0,163.7,5.0,4.55,True,False,False,False,True,15,0.3
Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,First,0.0,2987.0,165.0,5.0,38.0,True,False,False,True,False,11,3.45
Maruti Ritz LDi,Jaipur,2011,79232,First,21.1,1248.0,73.9,5.0,2.9,True,False,False,False,True,15,0.19
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Second,11.74,1796.0,186.0,5.0,6.0,False,False,True,True,False,19,0.32
Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,First,18.6,1197.0,81.83,5.0,6.95,False,False,True,False,True,10,0.7
Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,First,20.3,998.0,68.05,5.0,2.75,False,False,True,False,True,12,0.23
Maruti Swift VDI,Pune,2014,75216,First,22.9,1248.0,74.0,5.0,5.1,True,False,False,False,True,12,0.42
Hyundai i20 Sportz 1.2,Chennai,2017,8000,First,18.6,1197.0,81.83,5.0,6.75,False,False,True,False,True,9,0.75
Maruti Ritz ZXi,Mumbai,2014,59451,First,18.5,1197.0,85.8,5.0,3.69,False,False,True,False,True,12,0.31
Maruti Swift VDI,Hyderabad,2013,53996,First,22.9,1248.0,74.0,5.0,5.45,True,False,False,False,True,13,0.42
Honda WRV i-VTEC VX,Kochi,2018,15135,First,17.5,1199.0,88.7,5.0,9.29,False,False,True,False,True,8,1.16
Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Second,16.9,1197.0,81.86,5.0,4.0,False,False,True,True,False,11,0.36
Honda Amaze E i-Vtech,Kolkata,2013,40000,First,18.0,1198.0,86.7,5.0,2.9,False,False,True,False,True,13,0.22
Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,First,17.1,1591.0,121.3,5.0,5.25,False,False,True,False,True,13,0.4
Honda City V MT,Mumbai,2014,56000,First,16.8,1497.0,116.3,5.0,5.75,False,False,True,False,True,12,0.48
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,First,15.29,1591.0,121.3,5.0,13.12,False,False,True,False,True,9,1.46
Mahindra XUV500 W8 2WD,Kochi,2014,70963,First,15.1,2179.0,140.0,7.0,7.83,True,False,False,False,True,12,0.65
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,First,12.8,2494.0,102.0,7.0,10.4,True,False,False,False,True,13,0.8
Maruti Swift VDI,Pune,2012,75000,First,22.9,1248.0,74.0,5.0,4.35,True,False,False,False,True,14,0.31
Maruti Wagon R VXI AMT,Coimbatore,2017,37832,First,22.5,998.0,67.0,5.0,5.23,False,False,True,True,False,9,0.58
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,First,18.9,1197.0,81.86,5.0,6.01,False,False,True,False,True,10,0.6
Honda Amaze VX i-DTEC,Hyderabad,2014,97236,First,25.8,1498.0,98.6,5.0,4.4,True,False,False,False,True,12,0.37
BMW 3 Series 320d Highline,Chennai,2010,83000,First,16.07,1995.0,181.0,5.0,12.75,True,False,False,True,False,16,0.8
Ford Figo Petrol Titanium,Delhi,2011,65000,First,15.6,1196.0,70.0,5.0,2.4,False,False,True,False,True,15,0.16
Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,First,17.0,1198.0,73.75,5.0,5.71,False,False,True,False,True,8,0.71
Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Second,22.7,1498.0,89.84,5.0,5.49,True,False,False,False,True,11,0.5
Honda City 1.3 EXI,Pune,2004,73500,Second,13.0,1343.0,90.0,5.0,1.3,False,False,True,False,True,22,0.06
Mahindra XUV500 W6 2WD,Kolkata,2014,55000,First,16.0,2179.0,140.0,7.0,8.5,True,False,False,False,True,12,0.71
Toyota Fortuner 4x2 Manual,Delhi,2012,115000,First,13.0,2982.0,168.5,7.0,12.99,True,False,False,False,True,14,0.93
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,First,18.9,1197.0,81.86,5.0,5.0,False,False,True,False,True,9,0.56
Maruti Dzire AMT ZDI Plus,Pune,2017,41747,First,28.4,1248.0,73.75,5.0,9.0,True,False,False,True,False,9,1.0
Maruti Swift VDI,Kochi,2016,38143,First,22.9,1248.0,74.0,5.0,5.22,True,False,False,False,True,10,0.52
Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,First,16.47,1198.0,73.9,5.0,3.8,False,False,True,False,True,14,0.27
Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,First,18.16,1197.0,78.9,5.0,7.27,False,False,True,False,True,7,1.04
Maruti Swift VXI,Mumbai,2016,23555,First,22.0,1197.0,81.8,5.0,5.1,False,False,True,False,True,10,0.51
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,First,14.21,2143.0,203.0,5.0,29.0,True,False,False,True,False,13,2.23
Maruti Wagon R VXI,Pune,2013,61000,First,18.9,998.0,67.1,5.0,2.9,False,False,True,False,True,13,0.22
Tata Nano Lx BSIV,Kochi,2012,4187,First,26.0,624.0,35.0,4.0,1.38,False,False,True,False,True,14,0.1
Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,First,13.4,1798.0,157.8,5.0,5.5,False,False,True,False,True,15,0.37
Volkswagen Polo GT TSI,Mumbai,2016,28000,First,17.21,1197.0,103.5,5.0,7.25,False,False,True,True,False,10,0.72
Hyundai Verna 1.6 SX,Coimbatore,2014,83558,First,22.32,1582.0,126.32,5.0,6.98,True,False,False,False,True,12,0.58
Tata Bolt Quadrajet XE,Hyderabad,2017,40000,First,22.95,1248.0,74.0,5.0,5.25,True,False,False,False,True,9,0.58
Hyundai EON D Lite Plus,Kolkata,2013,36000,First,21.1,814.0,55.2,5.0,1.95,False,False,True,False,True,13,0.15
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,First,17.11,1968.0,174.33,5.0,24.5,True,False,False,True,False,12,2.04
Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,First,12.99,2494.0,100.0,7.0,8.31,True,False,False,False,True,13,0.64
Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,First,11.74,2987.0,254.8,5.0,36.0,True,False,False,True,False,14,2.57
Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,First,24.4,1120.0,71.0,5.0,5.5,True,False,False,False,True,11,0.5
Honda Accord 2.4 AT,Kochi,2011,62332,First,11.7,2354.0,177.6,5.0,5.89,False,False,True,True,False,15,0.39
Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,First,20.34,1498.0,103.2,5.0,7.95,True,False,False,False,True,10,0.8
Hyundai i20 Sportz Petrol,Mumbai,2010,73000,First,17.0,1197.0,80.0,5.0,2.75,False,False,True,False,True,16,0.17
Hyundai Elantra CRDi SX,Jaipur,2012,98008,First,22.7,1582.0,126.24,5.0,6.25,True,False,False,False,True,14,0.45
Ford Figo Diesel Titanium,Hyderabad,2015,36000,First,20.0,1399.0,68.05,5.0,4.95,True,False,False,False,True,11,0.45
Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,First,18.6,1197.0,81.83,5.0,6.27,False,False,True,False,True,7,0.9
Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,First,23.9,1582.0,126.2,5.0,8.65,True,False,False,False,True,9,0.96
Hyundai Grand i10 Asta,Kolkata,2014,37000,First,18.9,1197.0,82.0,5.0,3.5,False,False,True,False,True,12,0.29
Audi Q5 2.0 TDI,Hyderabad,2015,56000,First,14.16,1968.0,174.3,5.0,35.0,True,False,False,True,False,11,3.18
Maruti Swift Dzire ZXi,Kolkata,2015,27000,First,17.5,1298.0,85.8,5.0,4.45,False,False,True,False,True,11,0.4
Hyundai i20 Magna,Kolkata,2012,37000,First,18.5,1197.0,80.0,5.0,2.65,False,False,True,False,True,14,0.19
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,First,25.32,1198.0,77.0,5.0,4.7,True,False,False,False,True,9,0.52
Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,First,18.23,1582.0,126.2,5.0,8.9,True,False,False,True,False,12,0.74
Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,First,17.1,1956.0,170.0,5.0,17.45,True,False,False,False,True,9,1.94
Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,First,24.3,1248.0,88.5,5.0,9.58,True,False,False,False,True,9,1.06
Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,First,14.28,1798.0,138.03,5.0,6.22,False,False,True,False,True,14,0.44
Mahindra XUV500 W8 2WD,Kolkata,2013,87284,First,15.1,2179.0,140.0,7.0,7.8,True,False,False,False,True,13,0.6
BMW X1 xDrive 20d xLine,Mumbai,2016,7000,First,20.68,1995.0,190.0,5.0,27.75,True,False,False,True,False,10,2.78
Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Second,22.54,1396.0,88.73,5.0,7.0,True,False,False,False,True,11,0.64
Mercedes-Benz GLE 350d,Coimbatore,2017,33552,First,11.57,2987.0,254.79,5.0,64.87,True,False,False,True,False,9,7.21
Chevrolet Cruze LTZ,Bangalore,2013,64000,Second,17.3,1998.0,163.7,5.0,6.5,True,False,False,False,True,13,0.5
Hyundai i20 1.2 Magna,Jaipur,2011,82000,Second,18.5,1197.0,80.0,5.0,2.7,False,False,True,False,True,15,0.18
Honda Brio S MT,Mumbai,2012,70000,Second,19.4,1198.0,86.8,5.0,2.5,False,False,True,False,True,14,0.18
Nissan Evalia 2013 XL,Hyderabad,2013,166194,First,19.3,1461.0,84.8,7.0,3.9,True,False,False,False,True,13,0.3
Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,First,16.47,1198.0,73.9,5.0,3.95,False,False,True,False,True,11,0.36
Hyundai i10 Sportz 1.2,Chennai,2010,77000,Second,20.36,1197.0,78.9,5.0,2.1,False,False,True,False,True,16,0.13
Chevrolet Cruze LTZ AT,Pune,2009,73204,Third,18.1,1991.0,147.9,4.0,3.5,True,False,False,True,False,17,0.21
